,fNameStart,fNameLen,lNameStart,lNameLen,dobM,dobMModifier,dobD,dobDModifier,dobOverallModifier,idStart,idLen,pnStart,pnLen
0,1,5,0,4,0,82,0,8,5170,0,3,4,8
